id,source,institution,title,region,employment,recruitmentType,regionRestriction,start,deadline,status,track,fit,limitation,verified,quality,qualification,process,interview,certificates,url
"JA-419","JOB-ALIO","한국토지주택공사","한국토지주택공사 광주전남지역본부 기간제근로자(사업관리) 채용공고(2026.09)","전남광주","비정규직","상세공고 확인","상세공고 확인","2026.09.09","2026-09-23","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304765"
"JA-418","JOB-ALIO","한국장애인개발원","[제2026-97호] 2026년도 제6차 대구광역시장애아동·발달장애인지원센터 청년인턴(장애인 제한경쟁) 채용 공고","대구","청년인턴(체험형)","상세공고 확인","상세공고 확인","2026.09.09","2026-09-23","진행중","제한경쟁·조건부","조건 충족자만","장애 관련 제한경쟁","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304743"
"JA-417","JOB-ALIO","학교법인한국폴리텍","한국폴리텍대학 청주캠퍼스 하반기 청년인턴(일반) 채용 공고","충북","청년인턴(체험형)","상세공고 확인","상세공고 확인","2026.09.09","2026-09-18","진행중","체험형·청년인턴","우선검토","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304741"
"JA-416","JOB-ALIO","한전KDN","한전KDN(주) 진주지사 배전분야 비정규직 모집공고","경남","비정규직","상세공고 확인","상세공고 확인","2026.09.09","2026-09-23","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304726"
"JA-415","JOB-ALIO","대한적십자사","2026년도 혈장분획센터 정규직 연구원 채용 공고","충북","정규직","상세공고 확인","상세공고 확인","2026.09.09","2026-09-30","진행중","정규직(세부 확인)","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304628"
"JA-414","JOB-ALIO","(재)한국우편사업진흥원","한국우편사업진흥원 기간제 근로자 채용","서울","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304772"
"JA-413","JOB-ALIO","국립호남권생물자원관","국립호남권생물자원관 기간제ㆍ단시간 근로자(급식종사자) 채용공고","전남광주","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-14","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304771"
"JA-412","JOB-ALIO","한국보훈복지의료공단","[광주보훈병원] 청년인턴(체험형) 채용 공고","전남광주","청년인턴(체험형)","상세공고 확인","상세공고 확인","2026.09.08","2026-09-18","진행중","체험형·청년인턴","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304770"
"JA-411","JOB-ALIO","산업연구원","2026년 제6차 청년인턴 채용공고(장애인 제한경쟁)","세종","청년인턴(체험형)","상세공고 확인","상세공고 확인","2026.09.08","2026-09-23","진행중","제한경쟁·조건부","조건 충족자만","장애 관련 제한경쟁","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304769"
"JA-410","JOB-ALIO","한국전력공사","2026년도 제4차 전문직원 채용공고","서울 외 2","정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","경력·전문직","경력·전문 우선","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304768"
"JA-409","JOB-ALIO","서울대학교병원","서울대학교병원 블라인드 직원채용 (대체근로자) 공고 (장애인 특별우대)","서울","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304766"
"JA-408","JOB-ALIO","한국전기안전공사","2026년 하반기 공무직원 채용","서울 외 12","무기계약직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","무기계약·공무직","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304764"
"JA-407","JOB-ALIO","한국전기안전공사","2026년 하반기 경력직원 채용","전북","정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","경력·전문직","경력·전문 우선","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304763"
"JA-406","JOB-ALIO","한국전기안전공사","2026년 하반기 채용형 인턴 채용","서울 외 13","청년인턴(채용형)","신입","상세공고 확인","2026.09.08","2026-09-22","진행중","제한경쟁·조건부","조건 충족자만","보훈 관련 제한경쟁","상세 페이지 확인","정상","1. 공통사항 - 성별, 연령 제한 없음 (단, 임용일 기준 공사 연령정년인 만 60세 초과자 제외) - 입사일 당일부터 근무 가능자 (입사연기 불가) - 공사 「인사규정」 제6조의 결격사유에 해당하지 않는 자 - 「병역법」 제76조에 정한 병역의무 불이행 사실이 없는 자 - 모집분야별, 근무지별 중복지원 불가 / 중복지원 시 불합격 처리 2. 경영관리(보훈) : 「국가유공자 등 예우 및 지원에 관한 법률」 제29조에 의한 취업지원대상자 3. 경영관리(일반) : 제한 없음 4. 기술(보훈) : 가, 나에 해당하는 자격을 모두 갖춘 자 가. 「국가유공자 등 예우 및 지원에 관한 법률」 제29조에 의한 취업지원대상자 나. 다음 중 1개 이상의 자격을 갖춘 자 - 전기분야 기능사 이상 자격이 있는 사람 - 고등학교에서 전기 관련 학과를 졸업한 자 또는 이와 같은 수준 이상의 학력이 있는 자 5. 기술(일반) : 다음 중 1개 이상의 자격을 갖춘 자 - 전기분야 기능사 이상 자격이 있는 사람 - 고등학교에서 전기 관련 학과를 졸업한 자 또는 이와 같은 수준 이상의 학력이 있는 자","1. 전형절차 및 방법 가. 1차 서류전형 : 8배수 선발 1) 서류전형 배점 고득점자 순으로 8배수로 합격자 선정 2) 사회형평인재 서류전형 합격배수(8배수) 외 서류합격처리 - 경영관리 : 사회형평인재 해당 지원자 전원 서류합격 처리 - 기술 : ① 해당 채용분야의 지원자격 충족 + ② 사회형평인재 해당자 서류합격 처리 나. 2차 시험전형 : 2배수 선발(채용인원이 2명 이하인 경우 3배수) 1) 직업기초능력평가(30%) + 직무수행능력평가(70%)로 성적순 결정 2) 직업기초능력 및 직무수행능력평가 각 40점 미만 득점자는 결격 처리 3) 시험전형 합격자 대상 인성검사(온라인) 실시 다. 3차 면접전형(구조화된 면접 실시) 1) 상황면접(5분/다대일) + 역량면접(1인당 10분/다대다) 2) 면접위원 합산점수가 평균 60점 미만인 자는 결격 처리 3) 자기소개서 미제출 또는 인성검사 미응시자의 경우 면접응시 불가 라. 최종합격자 결정 : 시험전형(50%) + 면접전형(50%) 2. 전형일정 가. 채용공고 : 9. 8.(화) ~ 9. 22.(화) / 공사 채용홈페이지, Job알리오 등 나. 지원서 접수 : 9. 14.(월) 10:00 ~ 9. 22.(화) 17:00 / 공사 채용홈페이지 다. 서류전형 합격자 발표 : 10. 19.(월) / SMS, 공사 홈페이지 라. 시험전형 : 10. 24.(토) / 서울 마. 시험전형 합격자 발표 : 10. 30.(금) / SMS, 공사 홈페이지 바. 자기소개서 제출, 온라인 인성검사 실시 : 10. 30.(금) ~ 11. 3.(화) 14:00 / 공사 채용홈페이지 사. 면접전형 : 11. 16.(월) ~ 11. 20.(금) / 서울 아. 최종합격자 발표 : 12. 14.(월) / SMS, 공사 홈페이지","3차 면접전형(구조화된 면접 실시) 1) 상황면접(5분/다대일) + 역량면접(1인당 10분/다대다) 2) 면접위원 합산점수가 평균 60점 미만인 자는 결격 처리 3) 자기소개서 미제출 또는 인성검사 미응시자의 경우 면접응시 불가 라 / 최종합격자 결정 : 시험전형(50%) + 면접전형(50%) 2 / 면접전형 : 11","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304762"
"JA-405","JOB-ALIO","한국도로공사","2026년 하반기 한국도로공사 일반직 신입(인턴)사원 채용 공고","인천 외 11","청년인턴(채용형)","신입","상세공고 확인","2026.09.08","2026-09-22","진행중","제한경쟁·조건부","조건 충족자만","장애 관련 제한경쟁","상세 페이지 확인","정상","○ 5급 공채 [공통] o 공사 인사규정 제8조의 결격사유가 없는 자 o 학력, 성별, 연령 제한 없음 (단, 공사 정년에 도달하는 자 제외) o 인턴계약일(2026년 11월 중 예정)로부터 근무 가능자(사업장 전국 소재) o 병역사항 : 남자의 경우 병역필 또는 면제자(병역특례 근무 중인 자 제외) ※ 인턴계약일(2026년 11월 중 예정) 이전 전역 예정자 포함 [일반] o 어학성적 토익 700점 이상 등 (사회형평대상자 토익 500점 이상 등) o (AI인재, 기술직) 선발 분야의 기사 자격증 등 소지자 [보훈전형] o 「국가유공자 등 예우 및 지원에 관한 법률」등에 따른 취업지원대상자로서 취업지원대상자 증명서 발급 가능한 자 [장애인전형] o 「장애인고용촉진 및 직업재활법 시행령」 제3조에 따른 장애인으로 동시행령 제3조제2항의 증빙서류 제출이 가능한 자 ○ 8급공채 [공통] o 공사 인사규정 제8조의 결격사유가 없는 자 o 성별, 연령(자립준비청년전형 제외), 병역사항 및 어학성적 제한 없음 (단, 공사 정년에 도달하는 자 제외) ※ 병역 : 병역의무 기피한 자는 채용결격사유에 해당 o 인턴계약일(2026년 11월 중 예정)로 부터 근무 가능자(사업장 전국 소재) o 선발분야 기능사 이상 자격증 소지자 [고졸일반] o 원서접수 마감일 현재 최종학력이 고등학교 졸업(예정)인 자 ※ 전문대 이상 졸업(예정)자(최종학기를 이수(등록)한 자 등)는 지원 불가 ※ 고등학교 졸업예정자는 원서접수 마감일 현재 졸업예정증명서 발급이 가능한 자 [보훈전형] o 「국가유공자 등 예우 및 지원에 관한 법률」등에 따른 취업지원대상자로서 취업지원대상자 증명서 발급 가능한 자 [장애인전형] o 「장애인고용촉진 및 직업재활법 시행령」 제3조에 따른 장애인으로 동시행령 제3조제2항의 증빙서류 제출이 가…","○ 5급 공개채용 o 서류전형 : 적/부 - 합격배수 : 지원자격 충족 시 선발 o 필기전형 : 직업기초능력평가(30), 직무수행능력평가(70), 부가가점(해당 시) - 합격배수 : 최종선발예정인원 10명이상(1.5배수), 4명이상~9명이하(2.5배수), 2~3명(3배수), 1명(4배수) ※ 동점자 전원 선발, 선발인원 산정 시 소수점 첫째 자리에서 올림 o 면접전형(PT 및 역량 면접) : 필기(50), 면접(50), 법정가점(해당 시) - 합격배수 : 분야별 1배수 ※ 필기전형 점수의 경우, 부가점수 제외한 후 합산 ○ 8급 공개채용 o 서류전형 : 적/부 - 합격배수 : 지원자격 충족 시 선발 o 필기전형 : 직업기초능력평가(100), 부가가점(해당 시) - 합격배수 : 자립준비청년 전형(3배수), 그 외 전형(4배수) ※ 동점자 전원 선발, 선발인원 산정 시 소수점 첫째 자리에서 올림 o 면접전형(PT 및 역량 면접) : 필기(50), 면접(50), 법정가점(해당 시) - 합격배수 : 분야별 1배수 ※ 필기전형 점수의 경우, 부가점수 제외한 후 합산","5배수), 2~3명(3배수), 1명(4배수) ※ 동점자 전원 선발, 선발인원 산정 시 소수점 첫째 자리에서 올림 o 면접전형(PT 및 역량 면접) : 필기(50), 면접(50), 법정가점(해당 시) - 합격배수 : 분야별 1배수 ※ 필기전형 점수의 경우, 부가점수 제외한 후 합산 ○ 8급 공개채용 o 서류전형 : 적/부 - 합격배수 : 지원자격 충족 시 선발 o 필기전형 : 직업기초능력평가(100), 부가가점(해당 시) - 합격배수 : 자립준비청년 전형(3배수), 그 외 전형(4배수) ※ 동점자 전원 선발, 선발인원 산정 시 소수점 첫째 자리에서 올림 o 면접전형(PT 및 역량 면접) : 필기(50), 면접(50), 법정가점(해당 시) - 합격배수 : 분야별 1배수 ※ 필기전형 점수의 경우, 부가점수 제외한 후 합산","어학, 토익","https://job.alio.go.kr/recruitview.do?idx=304761"
"JA-404","JOB-ALIO","한국장애인개발원","[제2026-98호]2026년도 제4차 전남광주통합특별시전남장애아동·발달장애인지원센터 청년인턴 채용 공고","전남광주","청년인턴(체험형)","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","체험형·청년인턴","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304760"
"JA-403","JOB-ALIO","한국전력공사","2026년도 하반기 전기원 채용공고","서울 외 15","정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","정규직(세부 확인)","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304759"
"JA-402","JOB-ALIO","한국전력공사","2026년도 하반기 기간제 근로자 채용공고[중부건설본부]","충북 외 2","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304757"
"JA-401","JOB-ALIO","한국보훈복지의료공단","[인천보훈병원] 2026-14차 직원 제한경쟁채용(장애인 청년인턴) 공고","인천","청년인턴(체험형)","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","제한경쟁·조건부","조건 충족자만","제한경쟁","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304754"
"JA-400","JOB-ALIO","한국장애인개발원","[제2026-99호] 2026년도 제5차 충청남도장애아동·발달장애인지원센터 장애아동 운영지원팀 기간제 계약직 및 장애아동지원팀 사회형평적 청년인턴 채용 공고","충남","비정규직 외 1","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","체험형·청년인턴","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304751"
"JA-399","JOB-ALIO","근로복지공단","[창원병원] 의료직(간호사) 6급 채용 공고","경남","정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-18","진행중","경력·전문직","경력·전문 우선","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304749"
"JA-398","JOB-ALIO","근로복지공단","[인천병원] 의료직(간호사) 6급 채용 공고","인천","정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-18","진행중","경력·전문직","경력·전문 우선","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304748"
"JA-397","JOB-ALIO","근로복지공단","[서울남부지사] 기간제(근로자정보입력원 및 시설미화원) 채용 공고","서울","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-15","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304747"
"JA-396","JOB-ALIO","근로복지공단","[울산병원] 별정직 의사 채용 공고","울산","정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-21","진행중","정규직(세부 확인)","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304746"
"JA-395","JOB-ALIO","한국장애인개발원","[제2026-96호] 2026년도 제2차 정책지원부(정책지원팀) 청년인턴 채용 공고","서울","청년인턴(체험형)","상세공고 확인","상세공고 확인","2026.09.08","2026-09-23","진행중","체험형·청년인턴","우선검토","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304745"
"JA-394","JOB-ALIO","근로복지공단","[직업환경연구원] 연구직(연구위원) 채용 공고","인천","정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","경력·전문직","경력·전문 우선","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304744"
"JA-393","JOB-ALIO","국립공원공단","[내장산백암] 내장산국립공원백암사무소 기간제(환경관리_한시인력) 채용 공고","전남광주","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-16","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304742"
"JA-392","JOB-ALIO","국립공원공단","[지리산전북] 지리산국립공원전북사무소 한시인력(국립공원지킴이) 모집","전북","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-18","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304740"
"JA-391","JOB-ALIO","주택관리공단(주)","채용형 인턴 채용공고(주택관리공단 경기북부지사)","경기","청년인턴(채용형)","신입+경력","상세공고 확인","2026.09.08","2026-09-15","진행중","신입·채용형 인턴","우선검토","제한 문구 미탐지","상세 페이지 확인","정상","○ 응시자격 · 학력, 어학, 성별, 연령 : 제한없음 · 병역 : ?병역법? 제76조에서 정한 병역의무 불이행 사실이 없는 자 * 단, 최종 합격자 발표일까지 전역예정자로서 전형절차에 응시 가능자 지원 가능 · 기타 : 공단 직원채용 결격사유에 해당되지 않는 자","○ 채용절차 1. 채용공고 2. 입사지원서 작성 및 제출 3. 1차 서류전형 4. 1차 서류전형 합격자 발표 5. 2차 면접전형 6. 2차 면접전형 합격자 발표 7. 결격사유 확인 8. 최종합격자 발표 9. 임용 ○ 채용방법 - 국가직무능력표준(NCS)에 기반하여 직업능력(직업기초능력+직무수행능력)평가","2차 면접전형 6 / 2차 면접전형 합격자 발표 7","어학","https://job.alio.go.kr/recruitview.do?idx=304739"
"JA-390","JOB-ALIO","해양환경공단","2026년 하반기 해양환경공단 체험형 청년인턴(장애인 제한) 채용 공고","서울 외 1","청년인턴(체험형)","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","제한경쟁·조건부","조건 충족자만","장애 관련 제한경쟁","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304738"
"JA-389","JOB-ALIO","창업진흥원","2026년 창업진흥원 제5차 체험형 청년인턴(일반) 채용 공고","서울 외 2","청년인턴(체험형)","상세공고 확인","상세공고 확인","2026.09.08","2026-09-23","진행중","체험형·청년인턴","우선검토","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304737"
"JA-388","JOB-ALIO","창업진흥원","2026년 창업진흥원 제5차 체험형 청년인턴(장애) 채용 공고","서울 외 2","청년인턴(체험형)","상세공고 확인","상세공고 확인","2026.09.08","2026-09-23","진행중","제한경쟁·조건부","조건 충족자만","장애 관련 제한경쟁","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304736"
"JA-387","JOB-ALIO","국립공원공단","[소백산북부] 2026년 한시인력(자원보전_ASF) 채용 공고","충북","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-14","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304735"
"JA-386","JOB-ALIO","한국도로공사","한국도로공사 대전지사 기간제근로자(상황관리원) 채용공고","대전","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-15","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304734"
"JA-385","JOB-ALIO","한국도로공사","한국도로공사 대전지사 기간제근로자(안전순찰원) 채용공고","충남","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-15","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304733"
"JA-384","JOB-ALIO","국립공원공단","[변산반도] 2026년 변산반도사무소 국립공원지킴이 4차 모집 공고","전북","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-18","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304732"
"JA-383","JOB-ALIO","한국서부발전(주)","한국서부발전(주) 김포발전본부 환경화학설비 운전원(기간제 근로자) 모집공고","경기","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-23","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304731"
"JA-382","JOB-ALIO","국민연금공단","2차 베테랑 시니어지원단(기간제근로자) 공개채용 공고","서울 외 8","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-15","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304729"
"JA-381","JOB-ALIO","한국보훈복지의료공단","[광주보훈병원] 계약직 업무지원직(고객지원_간병지원) 직원 채용 공고","전남광주","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-18","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304728"
"JA-380","JOB-ALIO","한국보훈복지의료공단","[광주보훈병원] 정규직-무기계약직 업무지원직(급식_취사원) 직원 채용 공고","전남광주","무기계약직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-18","진행중","무기계약·공무직","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304727"
"JA-379","JOB-ALIO","한전KPS(주)","한전KPS(주)충남전북전력지사(서산지점) 단기노무원 채용 공고","충남","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-10","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304723"
"JA-378","JOB-ALIO","건강보험심사평가원","건강보험심사평가원 정책소통전문가 채용 공고","강원","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304722"
"JA-377","JOB-ALIO","한국특허기술진흥원","한국특허기술진흥원 기간제계약직(영문에디터(휴직대체), 청소원(장애인제한경쟁, 재공고)) 채용 안내","서울 외 1","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","제한경쟁·조건부","조건 충족자만","장애 관련 제한경쟁","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304720"
"JA-376","JOB-ALIO","한전KPS(주)","한전KPS(주)부산경남전력지사 울산지점 단기노무원(상주감시)모집","울산","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-10","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304719"
"JA-375","JOB-ALIO","한전KPS(주)","한전KPS(주)부산경남전력지사 창원지점 단기노무원(상주감시) 모집","경남","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-15","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304718"
"JA-374","JOB-ALIO","한전KDN","한전KDN(주) 광주전남본부 전력통신분야 비정규직 모집공고(재공고)","전남광주","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-21","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304715"
"JA-373","JOB-ALIO","학교법인한국폴리텍","한국폴리텍대학 광명융합기술교육원 대학운영직(경비원) _보훈특별고용 채용 공고","경기","무기계약직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-15","진행중","제한경쟁·조건부","조건 충족자만","보훈 관련 제한경쟁","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304706"
"JA-372","JOB-ALIO","경북대학교병원","칠곡경북대학교병원 2026년 9월 3차 임시직원 채용공고(행정, 임상병리사, 보건의료정보관리사, 물리치료사)","대구","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-14","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304700"
"JA-371","JOB-ALIO","한국산업은행","한국산업은행 2026년 3차 청년인턴 채용공고","서울 외 14","청년인턴(체험형)","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","체험형·청년인턴","우선검토","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304680"
"JA-370","JOB-ALIO","한전KDN","한전KDN(주) 경남사업처 AMI 분야 비정규직 모집공고","경남","비정규직","상세공고 확인","상세공고 확인","2026.09.08","2026-09-22","진행중","기간제·비정규","세부조건 확인","제한 문구 미탐지","포털 목록 확인","정상","상세공고 확인","상세공고 확인","상세공고 확인","상세공고 확인","https://job.alio.go.kr/recruitview.do?idx=304665"
